# Every fact this catalog acts on, and which inputs decided it. See docs/FACTS.md.
# GENERATED by cmd/gen-gcp. Do not hand-edit.
# A source prefixed ! said the opposite and was overruled.
#
# type	path	fact	value	sources
gcp.sslpolicy		update_mask	none	default
gcp.sslpolicy		update_verb	PATCH	mm
gcp.sslpolicy	creationTimestamp	output	true	discovery+mm
gcp.sslpolicy	customFeatures	unordered	true	mm
gcp.sslpolicy	description	immutable	true	mm
gcp.sslpolicy	enabledFeatures	output	true	discovery+mm
gcp.sslpolicy	enabledFeatures	unordered	true	mm
gcp.sslpolicy	fingerprint	output	true	mm
gcp.sslpolicy	id	output	true	discovery
gcp.sslpolicy	kind	output	true	discovery
gcp.sslpolicy	name	immutable	true	mm
gcp.sslpolicy	name	required	true	mm
gcp.sslpolicy	region	output	true	discovery
gcp.sslpolicy	selfLink	output	true	discovery
gcp.sslpolicy	warnings	output	true	discovery
gcp.sslpolicy	warnings[].code	output	true	discovery
gcp.sslpolicy	warnings[].data	output	true	discovery
gcp.sslpolicy	warnings[].data[].key	output	true	discovery
gcp.sslpolicy	warnings[].data[].value	output	true	discovery
gcp.sslpolicy	warnings[].message	output	true	discovery
gcp.storage.bucket		clear_before_delete	none	default
gcp.storage.bucket		create_await	none	discovery
gcp.storage.bucket		create_url	b?project={{project}}	mm
gcp.storage.bucket		create_verb	POST	discovery
gcp.storage.bucket		delete_await	none	discovery
gcp.storage.bucket		delete_url	b/{{name}}	discovery
gcp.storage.bucket		lock_field	none	default
gcp.storage.bucket		patch_one_field	false	default
gcp.storage.bucket		setters	none	default
gcp.storage.bucket		timeout	60	default
gcp.storage.bucket		update_await	none	discovery
gcp.storage.bucket		update_mask	none	discovery
gcp.storage.bucket		update_verb	PATCH	discovery
gcp.storage.bucket	acl[].bucket	equivalence	self_link	mm
gcp.storage.bucket	acl[].bucket	required	false	mm
gcp.storage.bucket	acl[].domain	output	true	mm
gcp.storage.bucket	acl[].email	output	true	mm
gcp.storage.bucket	acl[].entity	required	false	mm
gcp.storage.bucket	acl[].id	output	true	mm
gcp.storage.bucket	acl[].kind	output	true	discovery
gcp.storage.bucket	defaultObjectAcl	immutable	true	mm
gcp.storage.bucket	defaultObjectAcl[].bucket	equivalence	self_link	mm
gcp.storage.bucket	defaultObjectAcl[].bucket	required	false	mm
gcp.storage.bucket	defaultObjectAcl[].domain	output	true	mm
gcp.storage.bucket	defaultObjectAcl[].email	output	true	mm
gcp.storage.bucket	defaultObjectAcl[].entity	required	false	mm
gcp.storage.bucket	defaultObjectAcl[].entityId	output	true	mm
gcp.storage.bucket	defaultObjectAcl[].generation	output	true	mm
gcp.storage.bucket	defaultObjectAcl[].id	output	true	mm
gcp.storage.bucket	defaultObjectAcl[].kind	output	true	discovery
gcp.storage.bucket	defaultObjectAcl[].projectTeam	output	true	mm
gcp.storage.bucket	defaultObjectAcl[].role	required	false	mm
gcp.storage.bucket	id	output	true	mm
gcp.storage.bucket	kind	output	true	discovery
gcp.storage.bucket	owner.entityId	output	true	mm
gcp.storage.bucket	projectNumber	output	true	mm
gcp.storage.bucket	timeCreated	output	true	mm
gcp.storage.bucket	updated	output	true	mm
gcp.storagepool		clear_before_delete	none	default
gcp.storagepool		create_await	compute_operation	discovery
gcp.storagepool		create_url	projects/{{project}}/zones/{{zone}}/storagePools	mm
gcp.storagepool		create_verb	POST	discovery
gcp.storagepool		delete_await	compute_operation	discovery
gcp.storagepool		delete_url	projects/{{project}}/zones/{{zone}}/storagePools/{{name}}	mm
gcp.storagepool		lock_field	none	default
gcp.storagepool		patch_one_field	false	default
gcp.storagepool		setters	none	default
gcp.storagepool		timeout	600	default
gcp.storagepool		update_await	compute_operation	discovery
gcp.storagepool		update_mask	none	default
gcp.storagepool		update_verb	PATCH	mm
gcp.storagepool	capacityProvisioningType	immutable	true	mm
gcp.storagepool	creationTimestamp	output	true	discovery+mm
gcp.storagepool	description	immutable	true	mm
gcp.storagepool	id	output	true	discovery+mm
gcp.storagepool	kind	output	true	discovery+mm
gcp.storagepool	labelFingerprint	output	true	mm
gcp.storagepool	name	immutable	true	mm
gcp.storagepool	name	required	true	mm
gcp.storagepool	params	immutable	true	mm
gcp.storagepool	params	input_only	true	discovery+mm
gcp.storagepool	params.resourceManagerTags	immutable	true	mm
gcp.storagepool	params.resourceManagerTags	input_only	true	discovery+mm
gcp.storagepool	performanceProvisioningType	immutable	true	mm
gcp.storagepool	poolProvisionedCapacityGb	required	true	mm
gcp.storagepool	poolProvisionedThroughput	required	true	mm
gcp.storagepool	resourceStatus	output	true	discovery+mm
gcp.storagepool	resourceStatus.diskCount	output	true	discovery+mm
gcp.storagepool	resourceStatus.exapoolMaxReadIops	output	true	discovery
gcp.storagepool	resourceStatus.exapoolMaxReadThroughput	output	true	discovery
gcp.storagepool	resourceStatus.exapoolMaxWriteIops	output	true	discovery
gcp.storagepool	resourceStatus.exapoolMaxWriteThroughput	output	true	discovery
gcp.storagepool	resourceStatus.lastResizeTimestamp	output	true	discovery+mm
gcp.storagepool	resourceStatus.maxTotalProvisionedDiskCapacityGb	output	true	discovery+mm
gcp.storagepool	resourceStatus.poolUsedCapacityBytes	output	true	discovery+mm
gcp.storagepool	resourceStatus.poolUsedIops	output	true	discovery+mm
gcp.storagepool	resourceStatus.poolUsedThroughput	output	true	discovery+mm
gcp.storagepool	resourceStatus.poolUserWrittenBytes	output	true	discovery+mm
gcp.storagepool	resourceStatus.totalProvisionedDiskCapacityGb	output	true	discovery+mm
gcp.storagepool	resourceStatus.totalProvisionedDiskIops	output	true	discovery+mm
gcp.storagepool	resourceStatus.totalProvisionedDiskThroughput	output	true	discovery+mm
gcp.storagepool	selfLink	output	true	discovery
gcp.storagepool	selfLinkWithId	output	true	discovery
gcp.storagepool	state	output	true	discovery
gcp.storagepool	status	output	true	discovery+mm
gcp.storagepool	status.diskCount	output	true	discovery+mm
gcp.storagepool	status.exapoolMaxReadIops	output	true	discovery
gcp.storagepool	status.exapoolMaxReadThroughput	output	true	discovery
gcp.storagepool	status.exapoolMaxWriteIops	output	true	discovery
gcp.storagepool	status.exapoolMaxWriteThroughput	output	true	discovery
gcp.storagepool	status.lastResizeTimestamp	output	true	discovery+mm
gcp.storagepool	status.maxTotalProvisionedDiskCapacityGb	output	true	discovery+mm
gcp.storagepool	status.poolUsedCapacityBytes	output	true	discovery+mm
gcp.storagepool	status.poolUsedIops	output	true	discovery+mm
gcp.storagepool	status.poolUsedThroughput	output	true	discovery+mm
gcp.storagepool	status.poolUserWrittenBytes	output	true	discovery+mm
gcp.storagepool	status.totalProvisionedDiskCapacityGb	output	true	discovery+mm
gcp.storagepool	status.totalProvisionedDiskIops	output	true	discovery+mm
gcp.storagepool	status.totalProvisionedDiskThroughput	output	true	discovery+mm
gcp.storagepool	storagePoolType	equivalence	self_link	mm
gcp.storagepool	storagePoolType	immutable	true	mm
gcp.storagepool	storagePoolType	required	true	mm
gcp.storagepool	zone	equivalence	self_link	mm
gcp.storagepool	zone	output	true	discovery
gcp.subnetwork		clear_before_delete	none	default
gcp.subnetwork		create_await	compute_operation	discovery
gcp.subnetwork		create_url	projects/{{project}}/regions/{{region}}/subnetworks	mm
gcp.subnetwork		create_verb	POST	discovery
gcp.subnetwork		delete_await	compute_operation	discovery
gcp.subnetwork		delete_url	projects/{project}/regions/{region}/subnetworks/{subnetwork}	discovery
gcp.subnetwork		lock_field	fingerprint	discovery
gcp.subnetwork		patch_one_field	true	observed+ruling
gcp.subnetwork		setters	ipCidrRange=expandIpCidrRange,privateIpGoogleAccess=setPrivateIpGoogleAccess	mm+discovery
gcp.subnetwork		timeout	600	default
gcp.subnetwork		update_await	compute_operation	discovery
gcp.subnetwork		update_mask	none	discovery
gcp.subnetwork		update_verb	PATCH	discovery+ruling
gcp.subnetwork	allowSubnetCidrRoutesOverlap	immutable	true	ruling
gcp.subnetwork	creationTimestamp	output	true	discovery+mm
gcp.subnetwork	description	immutable	true	ruling
gcp.subnetwork	enableFlowLogs	immutable	true	ruling
gcp.subnetwork	externalIpv6Prefix	immutable	true	ruling
gcp.subnetwork	fingerprint	immutable	true	ruling
gcp.subnetwork	gatewayAddress	output	true	discovery+mm
gcp.subnetwork	id	output	true	discovery+mm
gcp.subnetwork	internalIpv6Prefix	immutable	true	ruling
gcp.subnetwork	ipCidrRange	immutable	false	!ruling+mm+discovery
gcp.subnetwork	ipCollection	equivalence	self_link	mm
gcp.subnetwork	ipCollection	immutable	true	ruling
gcp.subnetwork	ipv6AccessType	immutable	true	ruling
gcp.subnetwork	ipv6CidrRange	output	true	discovery+mm
gcp.subnetwork	ipv6GceEndpoint	output	true	discovery+mm
gcp.subnetwork	kind	output	true	discovery
gcp.subnetwork	logConfig	immutable	false	observed
gcp.subnetwork	logConfig.metadataFields	unordered	true	mm
gcp.subnetwork	name	immutable	true	ruling
gcp.subnetwork	name	required	true	mm
gcp.subnetwork	network	equivalence	self_link	mm
gcp.subnetwork	network	immutable	true	mm+ruling
gcp.subnetwork	network	required	true	mm
gcp.subnetwork	params	immutable	true	mm+ruling
gcp.subnetwork	params	input_only	true	discovery+mm
gcp.subnetwork	params.resourceManagerTags	immutable	true	mm
gcp.subnetwork	params.resourceManagerTags	input_only	true	mm
gcp.subnetwork	privateIpGoogleAccess	immutable	false	!ruling+mm+discovery
gcp.subnetwork	purpose	immutable	true	ruling
gcp.subnetwork	region	equivalence	self_link	mm
gcp.subnetwork	region	immutable	true	mm+ruling
gcp.subnetwork	reservedInternalRange	equivalence	self_link	mm
gcp.subnetwork	reservedInternalRange	immutable	true	ruling
gcp.subnetwork	resolveSubnetMask	immutable	true	mm+ruling
gcp.subnetwork	secondaryIpRanges[].ipCollection	equivalence	self_link	mm
gcp.subnetwork	secondaryIpRanges[].rangeName	required	true	mm
gcp.subnetwork	secondaryIpRanges[].reservedInternalRange	equivalence	self_link	mm
gcp.subnetwork	selfLink	output	true	discovery
gcp.subnetwork	state	output	true	discovery+mm
gcp.subnetwork	systemReservedExternalIpv6Ranges	output	true	discovery
gcp.subnetwork	systemReservedInternalIpv6Ranges	output	true	discovery
gcp.subnetwork	utilizationDetails	output	true	discovery
gcp.subscription		clear_before_delete	none	default
gcp.subscription		create_await	none	discovery
gcp.subscription		create_url	{+name}	discovery
gcp.subscription		create_verb	PUT	discovery
gcp.subscription		delete_await	none	discovery
gcp.subscription		delete_url	{+subscription}	discovery
gcp.subscription		lock_field	none	default
gcp.subscription		patch_one_field	false	default
gcp.subscription		setters	none	default
gcp.subscription		timeout	60	default
gcp.subscription		update_await	none	discovery
gcp.subscription		update_mask	body:updateMask	discovery
gcp.subscription		update_verb	PATCH	discovery
gcp.subscription	analyticsHubSubscriptionInfo	output	true	discovery
gcp.subscription	bigqueryConfig.state	output	true	discovery
gcp.subscription	bigqueryConfig.table	required	true	mm
gcp.subscription	bigtableConfig.state	output	true	discovery
gcp.subscription	cloudStorageConfig.bucket	required	true	mm
gcp.subscription	cloudStorageConfig.state	output	true	discovery+mm
gcp.subscription	enableMessageOrdering	immutable	true	mm
gcp.subscription	expirationPolicy.ttl	required	true	mm
gcp.subscription	filter	immutable	true	mm
gcp.subscription	messageTransforms[].aiInference.endpoint	required	true	mm
gcp.subscription	messageTransforms[].javascriptUdf.code	required	true	mm
gcp.subscription	messageTransforms[].javascriptUdf.functionName	required	true	mm
gcp.subscription	name	immutable	true	mm
gcp.subscription	name	required	true	mm
gcp.subscription	pushConfig.noWrapper.writeMetadata	required	true	mm
gcp.subscription	pushConfig.oidcToken.serviceAccountEmail	required	true	mm
gcp.subscription	pushConfig.pushEndpoint	required	true	mm
gcp.subscription	retryPolicy.maximumBackoff	equivalence	duration	mm
gcp.subscription	retryPolicy.minimumBackoff	equivalence	duration	mm
gcp.subscription	state	output	true	discovery
gcp.subscription	tags	immutable	true	discovery+mm
gcp.subscription	tags	input_only	true	discovery+mm
gcp.subscription	topic	equivalence	self_link	mm
gcp.subscription	topic	immutable	true	mm
gcp.subscription	topic	required	true	mm
gcp.subscription	topicMessageRetentionDuration	output	true	discovery
gcp.tag		clear_before_delete	none	default
gcp.tag		create_await	none	discovery
gcp.tag		create_url	{+parent}/tags?tagId={{tagId}}	discovery
gcp.tag		create_verb	POST	discovery
gcp.tag		delete_await	none	discovery
gcp.tag		delete_url	{+name}	discovery
gcp.tag		lock_field	none	default
gcp.tag		patch_one_field	false	default
gcp.tag		setters	none	default
gcp.tag		timeout	60	default
gcp.tag		update_await	none	discovery
gcp.tag		update_mask	query	discovery
gcp.tag		update_verb	PATCH	discovery
gcp.tag	name	output	true	discovery
gcp.tag	tagId	immutable	true	discovery
gcp.tagbinding		clear_before_delete	none	default
gcp.tagbinding		create_await	longrunning	discovery
gcp.tagbinding		create_url	tagBindings	mm
gcp.tagbinding		create_verb	POST	discovery
gcp.tagbinding		delete_await	longrunning	discovery
gcp.tagbinding		delete_url	tagBindings/{+name}	discovery
gcp.tagbinding		lock_field	none	default
gcp.tagbinding		patch_one_field	false	default
gcp.tagbinding		setters	none	default
gcp.tagbinding		timeout	1200	default
gcp.tagbinding		update_await	none	default
gcp.tagbinding		update_mask	none	default
gcp.tagbinding		update_verb	none	default
gcp.tagbinding	name	output	true	discovery+mm
gcp.tagbinding	parent	immutable	true	ruling
gcp.tagbinding	parent	required	true	mm
gcp.tagbinding	tagValue	immutable	true	ruling
gcp.tagbinding	tagValue	input_only	true	mm
gcp.tagbinding	tagValue	required	true	mm
gcp.tagbinding	tagValueNamespacedName	immutable	true	ruling
gcp.tagkey		clear_before_delete	none	default
gcp.tagkey		create_await	longrunning	discovery
gcp.tagkey		create_url	tagKeys	mm
gcp.tagkey		create_verb	POST	discovery
gcp.tagkey		delete_await	longrunning	discovery
gcp.tagkey		delete_url	tagKeys/{{name}}	mm
gcp.tagkey		lock_field	none	default
gcp.tagkey		patch_one_field	false	default
gcp.tagkey		setters	none	default
gcp.tagkey		timeout	1200	default
gcp.tagkey		update_await	longrunning	discovery
gcp.tagkey		update_mask	query	mm
gcp.tagkey		update_verb	PATCH	mm
gcp.tagkey	createTime	output	true	discovery+mm
gcp.tagkey	name	immutable	true	discovery
gcp.tagkey	name	output	true	mm
gcp.tagkey	namespacedName	immutable	true	discovery
gcp.tagkey	namespacedName	output	true	discovery+mm
gcp.tagkey	parent	immutable	true	discovery+mm
gcp.tagkey	parent	required	true	mm
gcp.tagkey	purpose	immutable	true	mm
gcp.tagkey	purposeData	immutable	true	mm
gcp.tagkey	purposeData	input_only	true	mm
gcp.tagkey	shortName	immutable	true	discovery+mm
gcp.tagkey	shortName	required	true	mm
gcp.tagkey	updateTime	output	true	discovery+mm
gcp.tagvalue		clear_before_delete	none	default
gcp.tagvalue		create_await	longrunning	discovery
gcp.tagvalue		create_url	tagValues	mm
gcp.tagvalue		create_verb	POST	discovery
gcp.tagvalue		delete_await	longrunning	discovery
gcp.tagvalue		delete_url	tagValues/{{name}}	mm
gcp.tagvalue		lock_field	none	default
gcp.tagvalue		patch_one_field	false	default
gcp.tagvalue		setters	none	default
gcp.tagvalue		timeout	1200	default
gcp.tagvalue		update_await	longrunning	discovery
gcp.tagvalue		update_mask	query	mm
gcp.tagvalue		update_verb	PATCH	mm
gcp.tagvalue	createTime	output	true	discovery+mm
gcp.tagvalue	name	immutable	true	discovery
gcp.tagvalue	name	output	true	mm
gcp.tagvalue	namespacedName	output	true	discovery+mm
gcp.tagvalue	parent	immutable	true	discovery+mm
gcp.tagvalue	parent	required	true	mm
gcp.tagvalue	shortName	immutable	true	discovery+mm
gcp.tagvalue	shortName	required	true	mm
gcp.tagvalue	updateTime	output	true	discovery+mm
gcp.target		clear_before_delete	none	default
gcp.target		create_await	longrunning	discovery
gcp.target		create_url	projects/{{project}}/locations/{{location}}/targets?targetId={{name}}	mm
gcp.target		create_verb	POST	discovery
gcp.target		delete_await	longrunning	discovery
gcp.target		delete_url	projects/{{project}}/locations/{{location}}/targets/{{name}}	mm
gcp.target		lock_field	none	default
gcp.target		patch_one_field	false	default
gcp.target		setters	none	default
gcp.target		timeout	1200	default
gcp.target		update_await	longrunning	discovery
gcp.target		update_mask	query	discovery
gcp.target		update_verb	PATCH	discovery
gcp.target	createTime	output	true	discovery
gcp.target	name	required	true	mm
gcp.target	targetId	output	true	discovery
gcp.target	uid	output	true	discovery
gcp.target	updateTime	output	true	discovery
gcp.targetgrpcproxy		clear_before_delete	none	default
gcp.targetgrpcproxy		create_await	compute_operation	discovery
gcp.targetgrpcproxy		create_url	projects/{{project}}/global/targetGrpcProxies	mm
gcp.targetgrpcproxy		create_verb	POST	discovery
gcp.targetgrpcproxy		delete_await	compute_operation	discovery
gcp.targetgrpcproxy		delete_url	projects/{project}/global/targetGrpcProxies/{targetGrpcProxy}	discovery
gcp.targetgrpcproxy		lock_field	fingerprint	discovery
gcp.targetgrpcproxy		patch_one_field	false	default
gcp.targetgrpcproxy		setters	none	default
gcp.targetgrpcproxy		timeout	600	default
gcp.targetgrpcproxy		update_await	compute_operation	discovery
gcp.targetgrpcproxy		update_mask	none	default
gcp.targetgrpcproxy		update_verb	PATCH	mm
gcp.targetgrpcproxy	creationTimestamp	output	true	discovery+mm
gcp.targetgrpcproxy	fingerprint	output	true	mm
gcp.targetgrpcproxy	id	output	true	discovery
gcp.targetgrpcproxy	kind	output	true	discovery
gcp.targetgrpcproxy	name	immutable	true	mm
gcp.targetgrpcproxy	name	required	true	mm
gcp.targetgrpcproxy	selfLink	output	true	discovery
gcp.targetgrpcproxy	selfLinkWithId	output	true	discovery+mm
gcp.targetgrpcproxy	urlMap	equivalence	self_link	mm
gcp.targetgrpcproxy	urlMap	immutable	true	mm
gcp.targetgrpcproxy	validateForProxyless	immutable	true	mm
gcp.targethttpproxy		clear_before_delete	none	default
gcp.targethttpproxy		create_await	compute_operation	discovery
gcp.targethttpproxy		create_url	projects/{{project}}/global/targetHttpProxies	mm
gcp.targethttpproxy		create_verb	POST	discovery
gcp.targethttpproxy		delete_await	compute_operation	discovery
gcp.targethttpproxy		delete_url	projects/{project}/global/targetHttpProxies/{targetHttpProxy}	discovery
gcp.targethttpproxy		lock_field	fingerprint	discovery
gcp.targethttpproxy		patch_one_field	false	default
gcp.targethttpproxy		setters	urlMap=setUrlMap	observed+mm+discovery
gcp.targethttpproxy		timeout	600	default
gcp.targethttpproxy		update_await	none	default
gcp.targethttpproxy		update_mask	none	mm
gcp.targethttpproxy		update_verb	none	mm
gcp.targethttpproxy	creationTimestamp	output	true	discovery+mm
gcp.targethttpproxy	description	immutable	true	discovery
gcp.targethttpproxy	fingerprint	output	true	mm
gcp.targethttpproxy	httpKeepAliveTimeoutSec	immutable	true	discovery
gcp.targethttpproxy	id	output	true	discovery+mm
gcp.targethttpproxy	kind	output	true	discovery
gcp.targethttpproxy	name	immutable	true	discovery
gcp.targethttpproxy	name	required	true	mm
gcp.targethttpproxy	proxyBind	immutable	true	discovery
gcp.targethttpproxy	region	output	true	discovery
gcp.targethttpproxy	selfLink	output	true	discovery
gcp.targethttpproxy	urlMap	equivalence	self_link	mm
gcp.targethttpproxy	urlMap	required	true	mm
gcp.targethttpsproxy		clear_before_delete	none	default
gcp.targethttpsproxy		create_await	compute_operation	discovery
gcp.targethttpsproxy		create_url	projects/{{project}}/global/targetHttpsProxies	mm
gcp.targethttpsproxy		create_verb	POST	discovery
gcp.targethttpsproxy		delete_await	compute_operation	discovery
gcp.targethttpsproxy		delete_url	projects/{project}/global/targetHttpsProxies/{targetHttpsProxy}	discovery
gcp.targethttpsproxy		lock_field	fingerprint	discovery
gcp.targethttpsproxy		patch_one_field	false	default
gcp.targethttpsproxy		setters	certificateMap=setCertificateMap,quicOverride=setQuicOverride,sslCertificates=setSslCertificates,sslPolicy=setSslPolicy,urlMap=setUrlMap	mm+discovery
gcp.targethttpsproxy		timeout	600	default
gcp.targethttpsproxy		update_await	compute_operation	discovery
gcp.targethttpsproxy		update_mask	none	discovery
gcp.targethttpsproxy		update_verb	PATCH	discovery
gcp.targethttpsproxy	authorizationPolicy	immutable	true	mm
gcp.targethttpsproxy	certificateMap	immutable	false	!mm+mm+discovery
gcp.targethttpsproxy	creationTimestamp	output	true	discovery+mm
gcp.targethttpsproxy	description	immutable	true	mm
gcp.targethttpsproxy	fingerprint	output	true	mm
gcp.targethttpsproxy	httpKeepAliveTimeoutSec	immutable	true	mm
gcp.targethttpsproxy	id	output	true	discovery+mm
gcp.targethttpsproxy	kind	output	true	discovery
gcp.targethttpsproxy	name	immutable	true	mm
gcp.targethttpsproxy	name	required	true	mm
gcp.targethttpsproxy	proxyBind	immutable	true	mm
gcp.targethttpsproxy	quicOverride	immutable	false	!mm+mm+discovery
gcp.targethttpsproxy	region	output	true	discovery
gcp.targethttpsproxy	selfLink	output	true	discovery
gcp.targethttpsproxy	serverTlsPolicy	equivalence	self_link	mm
gcp.targethttpsproxy	sslCertificates	equivalence	self_link	mm
gcp.targethttpsproxy	sslCertificates	immutable	false	!mm+mm+discovery
gcp.targethttpsproxy	sslCertificates[]	equivalence	self_link	mm
gcp.targethttpsproxy	sslPolicy	equivalence	self_link	mm
gcp.targethttpsproxy	sslPolicy	immutable	false	!mm+mm+discovery
gcp.targethttpsproxy	tlsEarlyData	immutable	true	mm
gcp.targethttpsproxy	urlMap	equivalence	self_link	mm
gcp.targethttpsproxy	urlMap	immutable	false	!mm+mm+discovery
gcp.targethttpsproxy	urlMap	required	true	mm
gcp.targetinstance		clear_before_delete	none	default
gcp.targetinstance		create_await	compute_operation	discovery
gcp.targetinstance		create_url	projects/{{project}}/zones/{{zone}}/targetInstances	mm
gcp.targetinstance		create_verb	POST	discovery
gcp.targetinstance		delete_await	compute_operation	discovery
gcp.targetinstance		delete_url	projects/{project}/zones/{zone}/targetInstances/{targetInstance}	discovery
gcp.targetinstance		lock_field	none	default
gcp.targetinstance		patch_one_field	false	default
gcp.targetinstance		setters	securityPolicy=setSecurityPolicy	mm+discovery
gcp.targetinstance		timeout	600	default
gcp.targetinstance		update_await	none	default
gcp.targetinstance		update_mask	none	default
gcp.targetinstance		update_verb	none	default
gcp.targetinstance	creationTimestamp	output	true	discovery+mm
gcp.targetinstance	description	immutable	true	discovery
gcp.targetinstance	id	output	true	discovery
gcp.targetinstance	instance	equivalence	self_link	mm
gcp.targetinstance	instance	immutable	true	mm+discovery
gcp.targetinstance	instance	required	true	mm
gcp.targetinstance	kind	output	true	discovery
gcp.targetinstance	name	immutable	true	discovery
gcp.targetinstance	name	required	true	mm
gcp.targetinstance	natPolicy	immutable	true	mm+discovery
gcp.targetinstance	network	immutable	true	mm+discovery
gcp.targetinstance	securityPolicy	output	false	!discovery+mm
gcp.targetinstance	selfLink	output	true	discovery
gcp.targetinstance	zone	equivalence	self_link	mm
gcp.targetinstance	zone	immutable	true	mm
gcp.targetinstance	zone	output	true	discovery
gcp.targetpool		clear_before_delete	none	default
gcp.targetpool		create_await	compute_operation	discovery
gcp.targetpool		create_url	projects/{project}/regions/{region}/targetPools	discovery
gcp.targetpool		create_verb	POST	discovery
gcp.targetpool		delete_await	compute_operation	discovery
gcp.targetpool		delete_url	projects/{project}/regions/{region}/targetPools/{targetPool}	discovery
gcp.targetpool		lock_field	none	default
gcp.targetpool		patch_one_field	false	default
gcp.targetpool		setters	none	default
gcp.targetpool		timeout	600	default
gcp.targetpool		update_await	none	default
gcp.targetpool		update_mask	none	default
gcp.targetpool		update_verb	none	default
gcp.targetpool	creationTimestamp	output	true	discovery
gcp.targetpool	id	output	true	discovery
gcp.targetpool	kind	output	true	discovery
gcp.targetpool	region	output	true	discovery
gcp.targetpool	securityPolicy	output	true	discovery
gcp.targetpool	selfLink	output	true	discovery
gcp.targetsslproxy		clear_before_delete	none	default
gcp.targetsslproxy		create_await	compute_operation	discovery
gcp.targetsslproxy		create_url	projects/{{project}}/global/targetSslProxies	mm
gcp.targetsslproxy		create_verb	POST	discovery
gcp.targetsslproxy		delete_await	compute_operation	discovery
gcp.targetsslproxy		delete_url	projects/{project}/global/targetSslProxies/{targetSslProxy}	discovery
gcp.targetsslproxy		lock_field	none	default
gcp.targetsslproxy		patch_one_field	false	default
gcp.targetsslproxy		setters	certificateMap=setCertificateMap,proxyHeader=setProxyHeader,service=setBackendService,sslCertificates=setSslCertificates,sslPolicy=setSslPolicy	mm+discovery
gcp.targetsslproxy		timeout	600	default
gcp.targetsslproxy		update_await	none	default
gcp.targetsslproxy		update_mask	none	default
gcp.targetsslproxy		update_verb	none	default
gcp.targetsslproxy	creationTimestamp	output	true	discovery+mm
gcp.targetsslproxy	description	immutable	true	mm+discovery
gcp.targetsslproxy	id	output	true	discovery+mm
gcp.targetsslproxy	kind	output	true	discovery
gcp.targetsslproxy	name	immutable	true	mm+discovery
gcp.targetsslproxy	name	required	true	mm
gcp.targetsslproxy	selfLink	output	true	discovery
gcp.targetsslproxy	service	equivalence	self_link	mm
gcp.targetsslproxy	service	required	true	mm
gcp.targetsslproxy	sslCertificates	equivalence	self_link	mm
gcp.targetsslproxy	sslCertificates[]	equivalence	self_link	mm
gcp.targetsslproxy	sslPolicy	equivalence	self_link	mm
gcp.targettcpproxy		clear_before_delete	none	default
gcp.targettcpproxy		create_await	compute_operation	discovery
gcp.targettcpproxy		create_url	projects/{{project}}/global/targetTcpProxies	mm
gcp.targettcpproxy		create_verb	POST	discovery
gcp.targettcpproxy		delete_await	compute_operation	discovery
gcp.targettcpproxy		delete_url	projects/{project}/global/targetTcpProxies/{targetTcpProxy}	discovery
gcp.targettcpproxy		lock_field	none	default
gcp.targettcpproxy		patch_one_field	false	default
gcp.targettcpproxy		setters	proxyHeader=setProxyHeader,service=setBackendService	mm+discovery
gcp.targettcpproxy		timeout	600	default
gcp.targettcpproxy		update_await	none	default
gcp.targettcpproxy		update_mask	none	default
gcp.targettcpproxy		update_verb	none	default
gcp.targettcpproxy	creationTimestamp	output	true	discovery+mm
gcp.targettcpproxy	description	immutable	true	mm+discovery
gcp.targettcpproxy	id	output	true	discovery+mm
gcp.targettcpproxy	kind	output	true	discovery
gcp.targettcpproxy	loadBalancingScheme	immutable	true	discovery
gcp.targettcpproxy	name	immutable	true	mm+discovery
gcp.targettcpproxy	name	required	true	mm
gcp.targettcpproxy	proxyBind	immutable	true	discovery
gcp.targettcpproxy	region	output	true	discovery
gcp.targettcpproxy	selfLink	output	true	discovery
gcp.targettcpproxy	service	equivalence	self_link	mm
gcp.targetvpngateway		clear_before_delete	none	default
gcp.targetvpngateway		create_await	compute_operation	discovery
gcp.targetvpngateway		create_url	projects/{project}/regions/{region}/targetVpnGateways	discovery
gcp.targetvpngateway		create_verb	POST	discovery
gcp.targetvpngateway		delete_await	compute_operation	discovery
gcp.targetvpngateway		delete_url	projects/{project}/regions/{region}/targetVpnGateways/{targetVpnGateway}	discovery
gcp.targetvpngateway		lock_field	none	default
gcp.targetvpngateway		patch_one_field	false	default
gcp.targetvpngateway		setters	none	default
gcp.targetvpngateway		timeout	600	default
gcp.targetvpngateway		update_await	none	default
gcp.targetvpngateway		update_mask	none	default
gcp.targetvpngateway		update_verb	none	default
gcp.targetvpngateway	creationTimestamp	output	true	discovery
gcp.targetvpngateway	forwardingRules	output	true	discovery
gcp.targetvpngateway	id	output	true	discovery
gcp.targetvpngateway	kind	output	true	discovery
gcp.targetvpngateway	params	input_only	true	discovery
gcp.targetvpngateway	region	output	true	discovery
gcp.targetvpngateway	selfLink	output	true	discovery
gcp.targetvpngateway	status	output	true	discovery
gcp.targetvpngateway	tunnels	output	true	discovery
gcp.task		clear_before_delete	none	default
gcp.task		create_await	none	discovery
gcp.task		create_url	{+parent}/tasks	discovery
gcp.task		create_verb	POST	discovery
gcp.task		delete_await	none	discovery
gcp.task		delete_url	{+name}	discovery
gcp.task		lock_field	none	default
gcp.task		patch_one_field	false	default
